NO,Solution Depth,Nodes In Memory,Max Nodes in Memory,Nodes Expanded,Optimal Solution,Real World Time
228,14,27684,27684,12827,1,5599819
229,14,27684,27684,12827,1,4746585
230,14,27684,27684,12827,1,4654186
231,14,27684,27684,12827,1,4822318
232,14,27684,27684,12827,1,4677286
233,14,27684,27684,12827,1,4755065
234,14,27684,27684,12827,1,4682550
235,14,27684,27684,12827,1,5528472
236,14,27684,27684,12827,1,4783136
237,14,27684,27684,12827,1,4584009
238,14,27684,27684,12827,1,4653894
239,14,27684,27684,12827,1,4611202
240,14,27684,27684,12827,1,4612373
241,14,27684,27684,12827,1,5135482
242,14,27684,27684,12827,1,4784598
243,14,27684,27684,12827,1,5605667
244,14,27684,27684,12827,1,4696877
245,14,27684,27684,12827,1,4660327
246,14,27684,27684,12827,1,4827289
247,14,27684,27684,12827,1,4698339
248,14,27684,27684,12827,1,4692491
249,14,27684,27684,12827,1,4621144
250,14,27684,27684,12827,1,4661788
251,14,27684,27684,12827,1,5461220
252,14,27684,27684,12827,1,4617343
253,14,27684,27684,12827,1,4745124
254,14,27684,27684,12827,1,4652432
255,14,27684,27684,12827,1,4666759
256,14,27684,27684,12827,1,4725825
257,14,27684,27684,12827,1,4594243
258,14,27684,27684,12827,1,4654478
259,14,27684,27684,12827,1,5303614
260,14,27684,27684,12827,1,4742199
261,14,27684,27684,12827,1,4541318
262,14,27684,27684,12827,1,4653601
263,14,27684,27684,12827,1,4645998
264,14,27684,27684,12827,1,4659742
265,14,27684,27684,12827,1,4775534
266,14,27684,27684,12827,1,4720269
267,14,27684,27684,12827,1,5541046
268,14,27684,27684,12827,1,4697169
269,14,27684,27684,12827,1,4657987
270,14,27684,27684,12827,1,4583132
271,14,27684,27684,12827,1,4587225
272,14,27684,27684,12827,1,4565880
273,14,27684,27684,12827,1,4638688
274,14,27684,27684,12827,1,4589273
275,14,27684,27684,12827,1,5702452
276,14,27684,27684,12827,1,4832260
277,14,27684,27684,12827,1,4722024
278,14,27684,27684,12827,1,4722609
279,14,27684,27684,12827,1,4816470
280,14,27684,27684,12827,1,4742784
281,14,27684,27684,12827,1,4705357
282,14,27684,27684,12827,1,4606816
283,14,27684,27684,12827,1,5409171
284,14,27684,27684,12827,1,4659742
285,14,27684,27684,12827,1,4685473
286,14,27684,27684,12827,1,4563541
287,14,27684,27684,12827,1,4652724
288,14,27684,27684,12827,1,4622899
289,14,27684,27684,12827,1,4640151
290,14,27684,27684,12827,1,4590150
291,14,27684,27684,12827,1,5540169
292,14,27684,27684,12827,1,4720269
293,14,27684,27684,12827,1,4663543
294,14,27684,27684,12827,1,4575822
295,14,27684,27684,12827,1,4948344
296,14,27684,27684,12827,1,4625823
297,14,27684,27684,12827,1,4635180
298,14,27684,27684,12827,1,4841909
299,14,27684,27684,12827,1,5323497
300,14,27684,27684,12827,1,4648338
301,14,27684,27684,12827,1,4634302
302,14,27684,27684,12827,1,4788107
303,14,27684,27684,12827,1,4929922
304,14,27684,27684,12827,1,4949221
305,14,27684,27684,12827,1,4730211
306,14,27684,27684,12827,1,4521142
307,14,27684,27684,12827,1,5309170
308,14,27684,27684,12827,1,4669683
309,14,27684,27684,12827,1,4783428
310,14,27684,27684,12827,1,4626115
311,14,27684,27684,12827,1,4625823
312,14,27684,27684,12827,1,4751556
313,14,27684,27684,12827,1,4580500
314,14,27684,27684,12827,1,4664420
315,14,27684,27684,12827,1,5321159
316,14,27684,27684,12827,1,5824969
317,14,27684,27684,12827,1,4746293
318,14,27684,27684,12827,1,4701556
319,14,27684,27684,12827,1,4644245
320,14,27684,27684,12827,1,4544535
321,14,27684,27684,12827,1,4633133
322,14,27684,27684,12827,1,4607694
323,14,27684,27684,12827,1,4606525
324,14,27684,27684,12827,1,4602431
325,14,27684,27684,12827,1,4565588
326,14,27684,27684,12827,1,5367943
327,14,27684,27684,12827,1,4712667
328,14,27684,27684,12827,1,4635765
329,14,27684,27684,12827,1,4549213
330,14,27684,27684,12827,1,4624068
331,14,27684,27684,12827,1,4614711
332,14,27684,27684,12827,1,4661204
333,14,27684,27684,12827,1,4670561
334,14,27684,27684,12827,1,5262678
335,14,27684,27684,12827,1,4678456
336,14,27684,27684,12827,1,4597459
337,14,27684,27684,12827,1,4645706
338,14,27684,27684,12827,1,4587226
339,14,27684,27684,12827,1,4638689
340,14,27684,27684,12827,1,4591612
341,14,27684,27684,12827,1,4594828
342,14,27684,27684,12827,1,5375838
343,14,27684,27684,12827,1,4711205
344,14,27684,27684,12827,1,4591320
345,14,27684,27684,12827,1,4683719
346,14,27684,27684,12827,1,4653893
347,14,27684,27684,12827,1,4556523
348,14,27684,27684,12827,1,4569389
349,14,27684,27684,12827,1,4601554
350,14,27684,27684,12827,1,5465021
351,14,27684,27684,12827,1,4780504
352,14,27684,27684,12827,1,4594828
353,14,27684,27684,12827,1,4637520
354,14,27684,27684,12827,1,4615296
355,14,27684,27684,12827,1,4564418
356,14,27684,27684,12827,1,4736059
357,14,27684,27684,12827,1,4639858
358,14,27684,27684,12827,1,5561806
359,14,27684,27684,12827,1,4728749
360,14,27684,27684,12827,1,4626116
361,14,27684,27684,12827,1,4609156
362,14,27684,27684,12827,1,4791908
363,14,27684,27684,12827,1,4731673
364,14,27684,27684,12827,1,4543950
365,14,27684,27684,12827,1,4622314
366,14,27684,27684,12827,1,5357124
367,14,27684,27684,12827,1,4620852
368,14,27684,27684,12827,1,4611495
369,14,27684,27684,12827,1,4537517
370,14,27684,27684,12827,1,4581670
371,14,27684,27684,12827,1,4641905
372,14,27684,27684,12827,1,4667929
373,14,27684,27684,12827,1,4884015
374,14,27684,27684,12827,1,5428763
375,14,27684,27684,12827,1,4715591
376,14,27684,27684,12827,1,4666175
377,14,27684,27684,12827,1,4560032
378,14,27684,27684,12827,1,4614711
379,14,27684,27684,12827,1,4672315
380,14,27684,27684,12827,1,4539563
381,14,27684,27684,12827,1,4641028
382,14,27684,27684,12827,1,5680230
383,14,27684,27684,12827,1,4744247
384,14,27684,27684,12827,1,4577868
385,14,27684,27684,12827,1,4514125
386,14,27684,27684,12827,1,4561202
387,14,27684,27684,12827,1,4591611
388,14,27684,27684,12827,1,4626115
389,14,27684,27684,12827,1,4658865
390,14,27684,27684,12827,1,5574965
391,14,27684,27684,12827,1,4662666
392,14,27684,27684,12827,1,5088113
393,14,27684,27684,12827,1,4656818
394,14,27684,27684,12827,1,4499212
395,14,27684,27684,12827,1,4573776
396,14,27684,27684,12827,1,4604770
397,14,27684,27684,12827,1,4529037
398,14,27684,27684,12827,1,5528472
399,14,27684,27684,12827,1,4723778
400,14,27684,27684,12827,1,4607986
401,14,27684,27684,12827,1,4668513
402,14,27684,27684,12827,1,4762376
403,14,27684,27684,12827,1,4922320
404,14,27684,27684,12827,1,5033141
405,14,27684,27684,12827,1,6072343
406,14,27684,27684,12827,1,5687540
407,14,27684,27684,12827,1,4948051
408,14,27684,27684,12827,1,5066183
409,14,27684,27684,12827,1,5340457
410,14,27684,27684,12827,1,5013550
411,14,27684,27684,12827,1,4684304
412,14,27684,27684,12827,1,4620852
413,14,27684,27684,12827,1,5704500
414,14,27684,27684,12827,1,4888109
415,14,27684,27684,12827,1,4688690
416,14,27684,27684,12827,1,4693661
417,14,27684,27684,12827,1,4587226
418,14,27684,27684,12827,1,4630501
419,14,27684,27684,12827,1,4729919
420,14,27684,27684,12827,1,4723778
421,14,27684,27684,12827,1,5550111
422,14,27684,27684,12827,1,4690151
423,14,27684,27684,12827,1,4606232
424,14,27684,27684,12827,1,4559155
425,14,27684,27684,12827,1,5106534
426,14,27684,27684,12827,1,5816783
427,14,27684,27684,12827,1,4715883
428,14,27684,27684,12827,1,4663251
429,14,27684,27684,12827,1,4658865
430,14,27684,27684,12827,1,4671438
431,14,27684,27684,12827,1,4697462
432,14,27684,27684,12827,1,4540149
433,14,27684,27684,12827,1,4789862
434,14,27684,27684,12827,1,5378762
435,14,27684,27684,12827,1,4931384
436,14,27684,27684,12827,1,4621437
437,14,27684,27684,12827,1,4388099
438,14,27684,27684,12827,1,4687520
439,14,27684,27684,12827,1,4727872
440,14,27684,27684,12827,1,4694246
441,14,27684,27684,12827,1,4940449
442,14,27684,27684,12827,1,5305954
443,14,27684,27684,12827,1,4696000
444,14,27684,27684,12827,1,4435760
445,14,27684,27684,12827,1,4732843
446,14,27684,27684,12827,1,4773487
447,14,27684,27684,12827,1,4609741
448,14,27684,27684,12827,1,4733427
449,14,27684,27684,12827,1,5078756
450,14,27684,27684,12827,1,5112382
451,14,27684,27684,12827,1,4825242
452,14,27684,27684,12827,1,4474651
453,14,27684,27684,12827,1,4834891
454,14,27684,27684,12827,1,4639858
455,14,27684,27684,12827,1,4630793
456,14,27684,27684,12827,1,4762083
457,14,27684,27684,12827,1,5512975
458,14,27684,27684,12827,1,5353323
459,14,27684,27684,12827,1,4553307
460,14,27684,27684,12827,1,5619118
461,14,27684,27684,12827,1,4817640
462,14,27684,27684,12827,1,4609448
463,14,27684,27684,12827,1,4660911
464,14,27684,27684,12827,1,4994252
465,14,27684,27684,12827,1,5703037
466,14,27684,27684,12827,1,4853313
467,14,27684,27684,12827,1,4777872
468,14,27684,27684,12827,1,4803897
469,14,27684,27684,12827,1,4614712
470,14,27684,27684,12827,1,4495995
471,14,27684,27684,12827,1,4596290
472,14,27684,27684,12827,1,4433129
473,14,27684,27684,12827,1,5503326
474,14,27684,27684,12827,1,4824658
475,14,27684,27684,12827,1,4497166
476,14,27684,27684,12827,1,4578161
477,14,27684,27684,12827,1,4587518
478,14,27684,27684,12827,1,4672900
479,14,27684,27684,12827,1,4506523
480,14,27684,27684,12827,1,4369092
481,14,27684,27684,12827,1,5188115
482,14,27684,27684,12827,1,4836646
483,14,27684,27684,12827,1,4636935
484,14,27684,27684,12827,1,4798049
485,14,27684,27684,12827,1,4450381
486,14,27684,27684,12827,1,4607987
487,14,27684,27684,12827,1,4405643
488,14,27684,27684,12827,1,4538102
489,14,27684,27684,12827,1,5155951
490,14,27684,27684,12827,1,4969105
491,14,27684,27684,12827,1,4808868
492,14,27684,27684,12827,1,4328448
493,14,27684,27684,12827,1,4420555
494,14,27684,27684,12827,1,4880507
495,14,27684,27684,12827,1,4572021
496,14,27684,27684,12827,1,4509154
497,14,27684,27684,12827,1,5331685
498,14,27684,27684,12827,1,5115307
499,14,27684,27684,12827,1,4652724
500,14,27684,27684,12827,1,4387806
501,14,27684,27684,12827,1,4606816
502,14,27684,27684,12827,1,4572021
503,14,27684,27684,12827,1,4412076
504,14,27684,27684,12827,1,4688398
505,14,27684,27684,12827,1,4796294
506,14,27684,27684,12827,1,5122909
507,14,27684,27684,12827,1,4776118
508,14,27684,27684,12827,1,4589858
509,14,27684,27684,12827,1,4582839
510,14,27684,27684,12827,1,4426111
511,14,27684,27684,12827,1,4652725
512,14,27684,27684,12827,1,4732551
513,14,27684,27684,12827,1,4376403
514,14,27684,27684,12827,1,5446307
515,14,27684,27684,12827,1,4429035
516,14,27684,27684,12827,1,4867348
517,14,27684,27684,12827,1,4753311
518,14,27684,27684,12827,1,4400380
519,14,27684,27684,12827,1,4771147
520,14,27684,27684,12827,1,4357689
521,14,27684,27684,12827,1,4581086
522,14,27684,27684,12827,1,5406540
523,14,27684,27684,12827,1,4409737
524,14,27684,27684,12827,1,4904484
525,14,27684,27684,12827,1,4480791
526,14,27684,27684,12827,1,4834014
527,14,27684,27684,12827,1,4534301
528,14,27684,27684,12827,1,4701556
529,14,27684,27684,12827,1,4875243
530,14,27684,27684,12827,1,5210045
531,14,27684,27684,12827,1,4978754
532,14,27684,27684,12827,1,5805963
533,14,27684,27684,12827,1,5009749
534,14,27684,27684,12827,1,4830797
535,14,27684,27684,12827,1,4800095
536,14,27684,27684,12827,1,4719977
537,14,27684,27684,12827,1,4316753
538,14,27684,27684,12827,1,4387807
539,14,27684,27684,12827,1,4300671
540,14,27684,27684,12827,1,4441316
541,14,27684,27684,12827,1,5316188
542,14,27684,27684,12827,1,4751556
543,14,27684,27684,12827,1,4613542
544,14,27684,27684,12827,1,4598630
545,14,27684,27684,12827,1,4468510
546,14,27684,27684,12827,1,4607109
547,14,27684,27684,12827,1,4435176
548,14,27684,27684,12827,1,4392192
549,14,27684,27684,12827,1,5580228
550,14,27684,27684,12827,1,4629624
551,14,27684,27684,12827,1,4712667
552,14,27684,27684,12827,1,4521435
553,14,27684,27684,12827,1,4401842
554,14,27684,27684,12827,1,4469680
555,14,27684,27684,12827,1,4637520
556,14,27684,27684,12827,1,4684011
557,14,27684,27684,12827,1,5425839
558,14,27684,27684,12827,1,4740152
559,14,27684,27684,12827,1,4558862
560,14,27684,27684,12827,1,4574653
561,14,27684,27684,12827,1,4595121
562,14,27684,27684,12827,1,4504475
563,14,27684,27684,12827,1,4490733
564,14,27684,27684,12827,1,4423187
565,14,27684,27684,12827,1,5379054
566,14,27684,27684,12827,1,4954485
567,14,27684,27684,12827,1,4480499
568,14,27684,27684,12827,1,4649508
569,14,27684,27684,12827,1,4419679
570,14,27684,27684,12827,1,4445118
571,14,27684,27684,12827,1,4432544
572,14,27684,27684,12827,1,4542196
573,14,27684,27684,12827,1,4868518
574,14,27684,27684,12827,1,5155950
575,14,27684,27684,12827,1,4915595
576,14,27684,27684,12827,1,4644244
577,14,27684,27684,12827,1,4522604
578,14,27684,27684,12827,1,4494242
579,14,27684,27684,12827,1,4816470
580,14,27684,27684,12827,1,4631379
581,14,27684,27684,12827,1,4759452
582,14,27684,27684,12827,1,5466776
583,14,27684,27684,12827,1,4700678
584,14,27684,27684,12827,1,4436053
585,14,27684,27684,12827,1,4639274
586,14,27684,27684,12827,1,4401549
587,14,27684,27684,12827,1,4403012
588,14,27684,27684,12827,1,4456814
589,14,27684,27684,12827,1,4681087
590,14,27684,27684,12827,1,5344843
591,14,27684,27684,12827,1,4677579
592,14,27684,27684,12827,1,4575237
593,14,27684,27684,12827,1,4501552
594,14,27684,27684,12827,1,4735766
595,14,27684,27684,12827,1,4655063
596,14,27684,27684,12827,1,4430205
597,14,27684,27684,12827,1,4660326
598,14,27684,27684,12827,1,5276421
599,14,27684,27684,12827,1,4762376
600,14,27684,27684,12827,1,4600969
601,14,27684,27684,12827,1,4377572
602,14,27684,27684,12827,1,4410321
603,14,27684,27684,12827,1,4509739
604,14,27684,27684,12827,1,4797463
605,14,27684,27684,12827,1,4674947
606,14,27684,27684,12827,1,5370574
607,14,27684,27684,12827,1,4812376
608,14,27684,27684,12827,1,4811792
609,14,27684,27684,12827,1,4618805
610,14,27684,27684,12827,1,4361198
611,14,27684,27684,12827,1,4473189
612,14,27684,27684,12827,1,4809452
613,14,27684,27684,12827,1,4611203
614,14,27684,27684,12827,1,5602158
615,14,27684,27684,12827,1,4562079
616,14,27684,27684,12827,1,4597167
617,14,27684,27684,12827,1,4926121
618,14,27684,27684,12827,1,4448626
619,14,27684,27684,12827,1,4503891
620,14,27684,27684,12827,1,4542781
621,14,27684,27684,12827,1,4422895
622,14,27684,27684,12827,1,5716488
623,14,27684,27684,12827,1,4896004
624,14,27684,27684,12827,1,4856529
625,14,27684,27684,12827,1,4602723
626,14,27684,27684,12827,1,4307103
627,14,27684,27684,12827,1,4416462
628,14,27684,27684,12827,1,4434299
629,14,27684,27684,12827,1,4439854
630,14,27684,27684,12827,1,4976122
631,14,27684,27684,12827,1,4823488
632,14,27684,27684,12827,1,4436638
633,14,27684,27684,12827,1,4344824
634,14,27684,27684,12827,1,4347455
635,14,27684,27684,12827,1,4288389
636,14,27684,27684,12827,1,4561787
637,14,27684,27684,12827,1,4680502
638,14,27684,27684,12827,1,4515879
639,14,27684,27684,12827,1,5322913
640,14,27684,27684,12827,1,4536055
641,14,27684,27684,12827,1,4430205
642,14,27684,27684,12827,1,4596875
643,14,27684,27684,12827,1,4670853
644,14,27684,27684,12827,1,5181097
645,14,27684,27684,12827,1,4826997
646,14,27684,27684,12827,1,4405643
647,14,27684,27684,12827,1,4404766
648,14,27684,27684,12827,1,4397748
649,14,27684,27684,12827,1,4406521
650,14,27684,27684,12827,1,4501844
651,14,27684,27684,12827,1,4588103
652,14,27684,27684,12827,1,4567342
653,14,27684,27684,12827,1,5437828
654,14,27684,27684,12827,1,4541318
655,14,27684,27684,12827,1,4871150
656,14,27684,27684,12827,1,4407398
657,14,27684,27684,12827,1,4396579
658,14,27684,27684,12827,1,4507400
659,14,27684,27684,12827,1,4387807
660,14,27684,27684,12827,1,4376402
661,14,27684,27684,12827,1,5306538
662,14,27684,27684,12827,1,4474650
663,14,27684,27684,12827,1,4376695
664,14,27684,27684,12827,1,4648046
665,14,27684,27684,12827,1,4534300
666,14,27684,27684,12827,1,4488394
667,14,27684,27684,12827,1,4619682
668,14,27684,27684,12827,1,4432252
669,14,27684,27684,12827,1,5277298
670,14,27684,27684,12827,1,4601261
671,14,27684,27684,12827,1,4379034
672,14,27684,27684,12827,1,4377865
673,14,27684,27684,12827,1,4385175
674,14,27684,27684,12827,1,4453890
675,14,27684,27684,12827,1,4395701
676,14,27684,27684,12827,1,4369093
677,14,27684,27684,12827,1,4507985
678,14,27684,27684,12827,1,5291626
679,14,27684,27684,12827,1,4787522
680,14,27684,27684,12827,1,4623192
681,14,27684,27684,12827,1,4631379
682,14,27684,27684,12827,1,4596290
683,14,27684,27684,12827,1,4398333
684,14,27684,27684,12827,1,4479329
685,14,27684,27684,12827,1,4354472
686,14,27684,27684,12827,1,5307416
687,14,27684,27684,12827,1,4802727
688,14,27684,27684,12827,1,4506230
689,14,27684,27684,12827,1,4321138
690,14,27684,27684,12827,1,4422018
691,14,27684,27684,12827,1,4335467
692,14,27684,27684,12827,1,4528745
693,14,27684,27684,12827,1,4573483
694,14,27684,27684,12827,1,5641633
695,14,27684,27684,12827,1,4742200
696,14,27684,27684,12827,1,4595705
697,14,27684,27684,12827,1,4343946
698,14,27684,27684,12827,1,4342192
699,14,27684,27684,12827,1,4394239
700,14,27684,27684,12827,1,4409152
701,14,27684,27684,12827,1,4416169
702,14,27684,27684,12827,1,4996591
703,14,27684,27684,12827,1,4837231
704,14,27684,27684,12827,1,4454767
705,14,27684,27684,12827,1,4359151
706,14,27684,27684,12827,1,4500090
707,14,27684,27684,12827,1,4627578
708,14,27684,27684,12827,1,4560617
709,14,27684,27684,12827,1,4505645
710,14,27684,27684,12827,1,4646583
711,14,27684,27684,12827,1,5341919
712,14,27684,27684,12827,1,4441316
713,14,27684,27684,12827,1,4452720
714,14,27684,27684,12827,1,4531962
715,14,27684,27684,12827,1,4479329
716,14,27684,27684,12827,1,4369092
717,14,27684,27684,12827,1,4310320
718,14,27684,27684,12827,1,4348040
719,14,27684,27684,12827,1,5387534
720,14,27684,27684,12827,1,4436346
721,14,27684,27684,12827,1,4536347
722,14,27684,27684,12827,1,4435468
723,14,27684,27684,12827,1,4594536
724,14,27684,27684,12827,1,4611495
725,14,27684,27684,12827,1,4451258
726,14,27684,27684,12827,1,4414123
727,14,27684,27684,12827,1,5376130
728,14,27684,27684,12827,1,4581670
